Supplier Key: 1, Name: Supplier#000000001, Nation: PERU, Balance: 5755.940000
Supplier Key: 710, Name: Supplier#000000710, Nation: CANADA, Balance: 4876.860000
Supplier Key: 711, Name: Supplier#000000711, Nation: ROMANIA, Balance: 2462.970000
Supplier Key: 712, Name: Supplier#000000712, Nation: IRAN, Balance: 24.490000
Supplier Key: 713, Name: Supplier#000000713, Nation: VIETNAM, Balance: 2587.020000
Supplier Key: 714, Name: Supplier#000000714, Nation: ARGENTINA, Balance: 6077.060000
Supplier Key: 715, Name: Supplier#000000715, Nation: KENYA, Balance: 149.860000
Supplier Key: 716, Name: Supplier#000000716, Nation: MOZAMBIQUE, Balance: 8617.520000
Supplier Key: 717, Name: Supplier#000000717, Nation: KENYA, Balance: 6741.180000
Supplier Key: 718, Name: Supplier#000000718, Nation: SAUDI ARABIA, Balance: 8000.050000
Supplier Key: 719, Name: Supplier#000000719, Nation: CHINA, Balance: 1922.820000
Supplier Key: 720, Name: Supplier#000000720, Nation: PERU, Balance: 7752.130000
Supplier Key: 721, Name: Supplier#000000721, Nation: ARGENTINA, Balance: 4179.150000
Supplier Key: 722, Name: Supplier#000000722, Nation: BRAZIL, Balance: 1895.710000
Supplier Key: 723, Name: Supplier#000000723, Nation: ETHIOPIA, Balance: 3117.730000
Supplier Key: 724, Name: Supplier#000000724, Nation: CHINA, Balance: 4696.620000
Supplier Key: 725, Name: Supplier#000000725, Nation: ARGENTINA, Balance: 9077.740000
Supplier Key: 726, Name: Supplier#000000726, Nation: MOZAMBIQUE, Balance: 8617.630000
Supplier Key: 727, Name: Supplier#000000727, Nation: BRAZIL, Balance: 8518.500000
Supplier Key: 728, Name: Supplier#000000728, Nation: KENYA, Balance: 3574.050000
Supplier Key: 729, Name: Supplier#000000729, Nation: CANADA, Balance: 7113.460000
Supplier Key: 730, Name: Supplier#000000730, Nation: ARGENTINA, Balance: 5903.850000
Supplier Key: 731, Name: Supplier#000000731, Nation: VIETNAM, Balance: 3954.930000
Supplier Key: 732, Name: Supplier#000000732, Nation: PERU, Balance: 6432.120000
Supplier Key: 733, Name: Supplier#000000733, Nation: CHINA, Balance: 5714.850000
Supplier Key: 734, Name: Supplier#000000734, Nation: IRAN, Balance: 6479.490000
Supplier Key: 735, Name: Supplier#000000735, Nation: PERU, Balance: 9895.020000
Supplier Key: 736, Name: Supplier#000000736, Nation: CANADA, Balance: 5700.830000
Supplier Key: 737, Name: Supplier#000000737, Nation: BRAZIL, Balance: 1922.800000
Supplier Key: 738, Name: Supplier#000000738, Nation: RUSSIA, Balance: 7435.070000
Supplier Key: 739, Name: Supplier#000000739, Nation: IRAQ, Balance: -811.260000
Supplier Key: 740, Name: Supplier#000000740, Nation: UNITED KINGDOM, Balance: 3057.290000
Supplier Key: 741, Name: Supplier#000000741, Nation: GERMANY, Balance: 824.940000
Supplier Key: 742, Name: Supplier#000000742, Nation: ALGERIA, Balance: 2697.530000
Supplier Key: 743, Name: Supplier#000000743, Nation: BRAZIL, Balance: 4384.230000
Supplier Key: 744, Name: Supplier#000000744, Nation: CANADA, Balance: 5699.090000
Supplier Key: 745, Name: Supplier#000000745, Nation: VIETNAM, Balance: 5672.230000
Supplier Key: 746, Name: Supplier#000000746, Nation: RUSSIA, Balance: 5238.760000
Supplier Key: 747, Name: Supplier#000000747, Nation: JAPAN, Balance: 1900.170000
Supplier Key: 748, Name: Supplier#000000748, Nation: ARGENTINA, Balance: 1084.180000
Supplier Key: 749, Name: Supplier#000000749, Nation: ETHIOPIA, Balance: 3839.440000
Supplier Key: 750, Name: Supplier#000000750, Nation: CHINA, Balance: 1533.060000
Supplier Key: 751, Name: Supplier#000000751, Nation: ETHIOPIA, Balance: 2094.940000
Supplier Key: 752, Name: Supplier#000000752, Nation: CANADA, Balance: 7588.270000
Supplier Key: 753, Name: Supplier#000000753, Nation: ALGERIA, Balance: 151.100000
Supplier Key: 754, Name: Supplier#000000754, Nation: PERU, Balance: 7425.830000
Supplier Key: 755, Name: Supplier#000000755, Nation: MOROCCO, Balance: 9046.170000
Supplier Key: 756, Name: Supplier#000000756, Nation: GERMANY, Balance: 6116.810000
Supplier Key: 757, Name: Supplier#000000757, Nation: INDIA, Balance: 8209.160000
Supplier Key: 758, Name: Supplier#000000758, Nation: PERU, Balance: 7448.000000
Supplier Key: 759, Name: Supplier#000000759, Nation: INDIA, Balance: 7602.040000
Supplier Key: 760, Name: Supplier#000000760, Nation: VIETNAM, Balance: 486.800000
Supplier Key: 761, Name: Supplier#000000761, Nation: CANADA, Balance: 6610.510000
Supplier Key: 762, Name: Supplier#000000762, Nation: SAUDI ARABIA, Balance: 939.860000
Supplier Key: 763, Name: Supplier#000000763, Nation: PERU, Balance: 9206.660000
Supplier Key: 764, Name: Supplier#000000764, Nation: ALGERIA, Balance: 8465.140000
Supplier Key: 765, Name: Supplier#000000765, Nation: UNITED STATES, Balance: 8681.240000
Supplier Key: 766, Name: Supplier#000000766, Nation: EGYPT, Balance: -297.760000
Supplier Key: 767, Name: Supplier#000000767, Nation: VIETNAM, Balance: 9504.890000
Supplier Key: 768, Name: Supplier#000000768, Nation: RUSSIA, Balance: 4705.250000
Supplier Key: 769, Name: Supplier#000000769, Nation: FRANCE, Balance: 165.760000
Supplier Key: 770, Name: Supplier#000000770, Nation: INDONESIA, Balance: 830.150000
Supplier Key: 771, Name: Supplier#000000771, Nation: ROMANIA, Balance: 2221.250000
Supplier Key: 772, Name: Supplier#000000772, Nation: IRAQ, Balance: 7540.440000
Supplier Key: 773, Name: Supplier#000000773, Nation: UNITED KINGDOM, Balance: -707.020000
Supplier Key: 774, Name: Supplier#000000774, Nation: ALGERIA, Balance: 6030.510000
Supplier Key: 775, Name: Supplier#000000775, Nation: BRAZIL, Balance: 9751.140000
Supplier Key: 776, Name: Supplier#000000776, Nation: VIETNAM, Balance: 7550.400000
Supplier Key: 777, Name: Supplier#000000777, Nation: IRAQ, Balance: 1636.480000
Supplier Key: 778, Name: Supplier#000000778, Nation: SAUDI ARABIA, Balance: 2200.430000
Supplier Key: 779, Name: Supplier#000000779, Nation: PERU, Balance: 9550.770000
Supplier Key: 780, Name: Supplier#000000780, Nation: FRANCE, Balance: 5799.040000
Supplier Key: 781, Name: Supplier#000000781, Nation: BRAZIL, Balance: 2501.730000
Supplier Key: 782, Name: Supplier#000000782, Nation: IRAQ, Balance: 2493.130000
Supplier Key: 783, Name: Supplier#000000783, Nation: CANADA, Balance: 958.070000
Supplier Key: 784, Name: Supplier#000000784, Nation: ALGERIA, Balance: 7284.900000
Supplier Key: 785, Name: Supplier#000000785, Nation: RUSSIA, Balance: 5364.990000
Supplier Key: 786, Name: Supplier#000000786, Nation: INDIA, Balance: 406.370000
Supplier Key: 787, Name: Supplier#000000787, Nation: UNITED STATES, Balance: 7830.470000
Supplier Key: 788, Name: Supplier#000000788, Nation: SAUDI ARABIA, Balance: 827.210000
Supplier Key: 789, Name: Supplier#000000789, Nation: JORDAN, Balance: 7874.250000
Supplier Key: 790, Name: Supplier#000000790, Nation: ETHIOPIA, Balance: -415.180000
Supplier Key: 791, Name: Supplier#000000791, Nation: RUSSIA, Balance: 4992.150000
Supplier Key: 792, Name: Supplier#000000792, Nation: ARGENTINA, Balance: 4128.400000
Supplier Key: 793, Name: Supplier#000000793, Nation: CHINA, Balance: 7044.940000
Supplier Key: 794, Name: Supplier#000000794, Nation: EGYPT, Balance: 9271.660000
Supplier Key: 795, Name: Supplier#000000795, Nation: INDIA, Balance: 887.340000
Supplier Key: 796, Name: Supplier#000000796, Nation: IRAQ, Balance: 6452.600000
Supplier Key: 797, Name: Supplier#000000797, Nation: KENYA, Balance: 8908.160000
Supplier Key: 798, Name: Supplier#000000798, Nation: CHINA, Balance: 7588.310000
Supplier Key: 799, Name: Supplier#000000799, Nation: RUSSIA, Balance: 765.690000
Supplier Key: 800, Name: Supplier#000000800, Nation: ALGERIA, Balance: 7956.800000
Supplier Key: 801, Name: Supplier#000000801, Nation: ARGENTINA, Balance: 976.530000
Supplier Key: 802, Name: Supplier#000000802, Nation: ROMANIA, Balance: 9453.010000
Supplier Key: 803, Name: Supplier#000000803, Nation: MOROCCO, Balance: 1887.550000
Supplier Key: 804, Name: Supplier#000000804, Nation: VIETNAM, Balance: 9093.940000
Supplier Key: 805, Name: Supplier#000000805, Nation: INDIA, Balance: 5968.710000
Supplier Key: 806, Name: Supplier#000000806, Nation: JORDAN, Balance: 5054.150000
Supplier Key: 807, Name: Supplier#000000807, Nation: KENYA, Balance: 1077.970000
Supplier Key: 808, Name: Supplier#000000808, Nation: MOROCCO, Balance: 9438.280000
Supplier Key: 809, Name: Supplier#000000809, Nation: RUSSIA, Balance: 7241.310000
Supplier Key: 810, Name: Supplier#000000810, Nation: INDONESIA, Balance: 9713.420000
Supplier Key: 811, Name: Supplier#000000811, Nation: SAUDI ARABIA, Balance: 558.910000
Supplier Key: 812, Name: Supplier#000000812, Nation: FRANCE, Balance: 8615.500000
Supplier Key: 813, Name: Supplier#000000813, Nation: RUSSIA, Balance: 5793.630000
Supplier Key: 814, Name: Supplier#000000814, Nation: MOROCCO, Balance: -468.260000
Supplier Key: 815, Name: Supplier#000000815, Nation: GERMANY, Balance: 3855.740000
Supplier Key: 816, Name: Supplier#000000816, Nation: UNITED KINGDOM, Balance: 361.010000
Supplier Key: 817, Name: Supplier#000000817, Nation: ALGERIA, Balance: 4468.890000
Supplier Key: 818, Name: Supplier#000000818, Nation: MOZAMBIQUE, Balance: 9594.510000
Supplier Key: 819, Name: Supplier#000000819, Nation: ETHIOPIA, Balance: 4049.060000
Supplier Key: 820, Name: Supplier#000000820, Nation: MOROCCO, Balance: 4604.840000
Supplier Key: 821, Name: Supplier#000000821, Nation: SAUDI ARABIA, Balance: 6497.930000
Supplier Key: 822, Name: Supplier#000000822, Nation: FRANCE, Balance: 797.900000
Supplier Key: 823, Name: Supplier#000000823, Nation: VIETNAM, Balance: -723.780000
Supplier Key: 824, Name: Supplier#000000824, Nation: JORDAN, Balance: -609.590000
Supplier Key: 825, Name: Supplier#000000825, Nation: SAUDI ARABIA, Balance: 4461.680000
Supplier Key: 826, Name: Supplier#000000826, Nation: MOROCCO, Balance: 9401.230000
Supplier Key: 827, Name: Supplier#000000827, Nation: INDONESIA, Balance: 515.220000
Supplier Key: 828, Name: Supplier#000000828, Nation: VIETNAM, Balance: 289.320000
Supplier Key: 829, Name: Supplier#000000829, Nation: BRAZIL, Balance: 9542.560000
Supplier Key: 830, Name: Supplier#000000830, Nation: IRAN, Balance: -65.230000
Supplier Key: 831, Name: Supplier#000000831, Nation: MOROCCO, Balance: 1536.130000
Supplier Key: 832, Name: Supplier#000000832, Nation: MOROCCO, Balance: 9747.160000
Supplier Key: 833, Name: Supplier#000000833, Nation: PERU, Balance: 6604.790000
Supplier Key: 834, Name: Supplier#000000834, Nation: INDONESIA, Balance: 3732.750000
Supplier Key: 835, Name: Supplier#000000835, Nation: KENYA, Balance: 1348.350000
Supplier Key: 836, Name: Supplier#000000836, Nation: ARGENTINA, Balance: -256.130000
Supplier Key: 837, Name: Supplier#000000837, Nation: JAPAN, Balance: 5167.000000
Supplier Key: 838, Name: Supplier#000000838, Nation: IRAQ, Balance: 5808.870000
Supplier Key: 839, Name: Supplier#000000839, Nation: FRANCE, Balance: 2761.590000
Supplier Key: 840, Name: Supplier#000000840, Nation: ROMANIA, Balance: 2963.090000
Supplier Key: 841, Name: Supplier#000000841, Nation: GERMANY, Balance: 1685.950000
Supplier Key: 842, Name: Supplier#000000842, Nation: EGYPT, Balance: 8732.970000
Supplier Key: 843, Name: Supplier#000000843, Nation: CHINA, Balance: 10.330000
Supplier Key: 844, Name: Supplier#000000844, Nation: UNITED STATES, Balance: 6538.010000
Supplier Key: 845, Name: Supplier#000000845, Nation: UNITED KINGDOM, Balance: 3408.470000
Supplier Key: 846, Name: Supplier#000000846, Nation: SAUDI ARABIA, Balance: 7122.900000
Supplier Key: 847, Name: Supplier#000000847, Nation: MOROCCO, Balance: -382.490000
Supplier Key: 848, Name: Supplier#000000848, Nation: CANADA, Balance: 4404.290000
Supplier Key: 849, Name: Supplier#000000849, Nation: ARGENTINA, Balance: 1955.970000
Supplier Key: 850, Name: Supplier#000000850, Nation: EGYPT, Balance: 3891.720000
Supplier Key: 851, Name: Supplier#000000851, Nation: MOROCCO, Balance: 157.210000
Supplier Key: 852, Name: Supplier#000000852, Nation: ARGENTINA, Balance: 213.410000
Supplier Key: 853, Name: Supplier#000000853, Nation: INDIA, Balance: 9797.520000
Supplier Key: 854, Name: Supplier#000000854, Nation: MOZAMBIQUE, Balance: 6082.220000
Supplier Key: 855, Name: Supplier#000000855, Nation: INDONESIA, Balance: 9964.880000
Supplier Key: 856, Name: Supplier#000000856, Nation: EGYPT, Balance: 2763.950000
Supplier Key: 857, Name: Supplier#000000857, Nation: BRAZIL, Balance: 9761.920000
Supplier Key: 858, Name: Supplier#000000858, Nation: INDONESIA, Balance: 1671.590000
Supplier Key: 859, Name: Supplier#000000859, Nation: MOZAMBIQUE, Balance: 9296.310000
Supplier Key: 860, Name: Supplier#000000860, Nation: PERU, Balance: 8210.130000
Supplier Key: 861, Name: Supplier#000000861, Nation: GERMANY, Balance: 1747.350000
Supplier Key: 862, Name: Supplier#000000862, Nation: BRAZIL, Balance: 6698.840000
Supplier Key: 863, Name: Supplier#000000863, Nation: VIETNAM, Balance: 487.310000
Supplier Key: 864, Name: Supplier#000000864, Nation: ETHIOPIA, Balance: 4089.610000
Supplier Key: 865, Name: Supplier#000000865, Nation: PERU, Balance: 4111.070000
Supplier Key: 866, Name: Supplier#000000866, Nation: UNITED STATES, Balance: 1768.340000
Supplier Key: 867, Name: Supplier#000000867, Nation: IRAQ, Balance: 7476.720000
Supplier Key: 868, Name: Supplier#000000868, Nation: ARGENTINA, Balance: 6239.020000
Supplier Key: 869, Name: Supplier#000000869, Nation: JORDAN, Balance: 5303.660000
Supplier Key: 870, Name: Supplier#000000870, Nation: VIETNAM, Balance: 3689.140000
Supplier Key: 871, Name: Supplier#000000871, Nation: INDIA, Balance: 5418.370000
Supplier Key: 872, Name: Supplier#000000872, Nation: IRAQ, Balance: 6571.130000
Supplier Key: 873, Name: Supplier#000000873, Nation: ARGENTINA, Balance: -951.700000
Supplier Key: 874, Name: Supplier#000000874, Nation: MOZAMBIQUE, Balance: 7755.500000
Supplier Key: 875, Name: Supplier#000000875, Nation: JORDAN, Balance: 5757.360000
Supplier Key: 876, Name: Supplier#000000876, Nation: IRAQ, Balance: 5979.920000
Supplier Key: 877, Name: Supplier#000000877, Nation: EGYPT, Balance: 6489.620000
Supplier Key: 878, Name: Supplier#000000878, Nation: INDIA, Balance: 4140.020000
Supplier Key: 879, Name: Supplier#000000879, Nation: PERU, Balance: 4269.560000
Supplier Key: 880, Name: Supplier#000000880, Nation: IRAN, Balance: 3550.330000
Supplier Key: 881, Name: Supplier#000000881, Nation: JORDAN, Balance: 4423.060000
Supplier Key: 882, Name: Supplier#000000882, Nation: KENYA, Balance: 9450.210000
Supplier Key: 883, Name: Supplier#000000883, Nation: CHINA, Balance: 9746.010000
Supplier Key: 884, Name: Supplier#000000884, Nation: CANADA, Balance: 9223.930000
Supplier Key: 885, Name: Supplier#000000885, Nation: GERMANY, Balance: 1736.470000
Supplier Key: 886, Name: Supplier#000000886, Nation: ARGENTINA, Balance: -158.080000
Supplier Key: 887, Name: Supplier#000000887, Nation: CANADA, Balance: 3113.730000
Supplier Key: 888, Name: Supplier#000000888, Nation: UNITED STATES, Balance: 3420.340000
Supplier Key: 889, Name: Supplier#000000889, Nation: SAUDI ARABIA, Balance: 8570.930000
Supplier Key: 890, Name: Supplier#000000890, Nation: IRAQ, Balance: 4685.090000
Supplier Key: 891, Name: Supplier#000000891, Nation: INDIA, Balance: 2284.880000
Supplier Key: 892, Name: Supplier#000000892, Nation: INDIA, Balance: 9993.460000
Supplier Key: 893, Name: Supplier#000000893, Nation: RUSSIA, Balance: -823.970000
Supplier Key: 894, Name: Supplier#000000894, Nation: INDONESIA, Balance: 9490.220000
Supplier Key: 895, Name: Supplier#000000895, Nation: BRAZIL, Balance: 246.800000
Supplier Key: 896, Name: Supplier#000000896, Nation: GERMANY, Balance: 9880.720000
Supplier Key: 897, Name: Supplier#000000897, Nation: IRAN, Balance: 7373.280000
Supplier Key: 898, Name: Supplier#000000898, Nation: EGYPT, Balance: 5737.180000
Supplier Key: 899, Name: Supplier#000000899, Nation: IRAQ, Balance: 7741.420000
Supplier Key: 900, Name: Supplier#000000900, Nation: ETHIOPIA, Balance: 165.260000
Supplier Key: 901, Name: Supplier#000000901, Nation: INDIA, Balance: 3465.200000
Supplier Key: 902, Name: Supplier#000000902, Nation: RUSSIA, Balance: 3660.220000
Supplier Key: 903, Name: Supplier#000000903, Nation: RUSSIA, Balance: 3238.010000
Supplier Key: 904, Name: Supplier#000000904, Nation: MOROCCO, Balance: 2152.230000
Supplier Key: 905, Name: Supplier#000000905, Nation: PERU, Balance: 2415.660000
Supplier Key: 906, Name: Supplier#000000906, Nation: BRAZIL, Balance: 7888.410000
Supplier Key: 907, Name: Supplier#000000907, Nation: JAPAN, Balance: 6558.920000
Supplier Key: 908, Name: Supplier#000000908, Nation: EGYPT, Balance: 2844.110000
Supplier Key: 909, Name: Supplier#000000909, Nation: IRAQ, Balance: 4012.420000
Supplier Key: 910, Name: Supplier#000000910, Nation: ETHIOPIA, Balance: 4763.200000
Supplier Key: 911, Name: Supplier#000000911, Nation: IRAQ, Balance: 6026.090000
Supplier Key: 912, Name: Supplier#000000912, Nation: INDIA, Balance: 1492.020000
Supplier Key: 913, Name: Supplier#000000913, Nation: UNITED STATES, Balance: 5266.720000
Supplier Key: 914, Name: Supplier#000000914, Nation: KENYA, Balance: 9767.750000
Supplier Key: 915, Name: Supplier#000000915, Nation: CHINA, Balance: 687.450000
Supplier Key: 916, Name: Supplier#000000916, Nation: IRAQ, Balance: 1852.850000
Supplier Key: 917, Name: Supplier#000000917, Nation: RUSSIA, Balance: 8877.420000
Supplier Key: 918, Name: Supplier#000000918, Nation: SAUDI ARABIA, Balance: 7893.580000
Supplier Key: 919, Name: Supplier#000000919, Nation: MOZAMBIQUE, Balance: 5428.440000
Supplier Key: 920, Name: Supplier#000000920, Nation: SAUDI ARABIA, Balance: -111.840000
Supplier Key: 921, Name: Supplier#000000921, Nation: BRAZIL, Balance: -686.970000
Supplier Key: 922, Name: Supplier#000000922, Nation: JORDAN, Balance: 2015.590000
Supplier Key: 923, Name: Supplier#000000923, Nation: IRAN, Balance: 5057.870000
Supplier Key: 924, Name: Supplier#000000924, Nation: KENYA, Balance: 8562.820000
Supplier Key: 925, Name: Supplier#000000925, Nation: ROMANIA, Balance: 406.590000
Supplier Key: 926, Name: Supplier#000000926, Nation: IRAN, Balance: 505.920000
Supplier Key: 927, Name: Supplier#000000927, Nation: INDONESIA, Balance: 8997.880000
Supplier Key: 928, Name: Supplier#000000928, Nation: CHINA, Balance: 8512.480000
Supplier Key: 929, Name: Supplier#000000929, Nation: SAUDI ARABIA, Balance: 1235.720000
Supplier Key: 930, Name: Supplier#000000930, Nation: IRAN, Balance: 9740.480000
Supplier Key: 931, Name: Supplier#000000931, Nation: INDIA, Balance: 4398.360000
Supplier Key: 932, Name: Supplier#000000932, Nation: IRAN, Balance: 1278.740000
Supplier Key: 933, Name: Supplier#000000933, Nation: GERMANY, Balance: 6756.590000
Supplier Key: 934, Name: Supplier#000000934, Nation: INDONESIA, Balance: 3103.340000
Supplier Key: 935, Name: Supplier#000000935, Nation: CANADA, Balance: 4734.470000
Supplier Key: 936, Name: Supplier#000000936, Nation: PERU, Balance: 7304.300000
Supplier Key: 937, Name: Supplier#000000937, Nation: MOROCCO, Balance: 1463.210000
Supplier Key: 938, Name: Supplier#000000938, Nation: EGYPT, Balance: 5204.430000
Supplier Key: 939, Name: Supplier#000000939, Nation: UNITED KINGDOM, Balance: 7815.060000
Supplier Key: 940, Name: Supplier#000000940, Nation: BRAZIL, Balance: 5789.960000
Supplier Key: 941, Name: Supplier#000000941, Nation: VIETNAM, Balance: 3846.910000
Supplier Key: 942, Name: Supplier#000000942, Nation: UNITED STATES, Balance: 6074.750000
Supplier Key: 943, Name: Supplier#000000943, Nation: MOZAMBIQUE, Balance: 5339.250000
Supplier Key: 944, Name: Supplier#000000944, Nation: JORDAN, Balance: 7776.860000
Supplier Key: 945, Name: Supplier#000000945, Nation: ARGENTINA, Balance: 1706.260000
Supplier Key: 946, Name: Supplier#000000946, Nation: MOROCCO, Balance: 9093.750000
Supplier Key: 947, Name: Supplier#000000947, Nation: CHINA, Balance: 2699.780000
Supplier Key: 948, Name: Supplier#000000948, Nation: VIETNAM, Balance: 9219.260000
Supplier Key: 949, Name: Supplier#000000949, Nation: UNITED KINGDOM, Balance: 91.390000
Supplier Key: 950, Name: Supplier#000000950, Nation: ARGENTINA, Balance: 4992.530000
Supplier Key: 951, Name: Supplier#000000951, Nation: BRAZIL, Balance: -511.170000
Supplier Key: 952, Name: Supplier#000000952, Nation: RUSSIA, Balance: 8621.520000
Supplier Key: 953, Name: Supplier#000000953, Nation: VIETNAM, Balance: 7916.560000
Supplier Key: 954, Name: Supplier#000000954, Nation: FRANCE, Balance: 6721.700000
Supplier Key: 955, Name: Supplier#000000955, Nation: PERU, Balance: -408.450000
Supplier Key: 956, Name: Supplier#000000956, Nation: CHINA, Balance: 8068.260000
Supplier Key: 957, Name: Supplier#000000957, Nation: UNITED KINGDOM, Balance: 4324.510000
Supplier Key: 958, Name: Supplier#000000958, Nation: INDIA, Balance: 3011.310000
Supplier Key: 959, Name: Supplier#000000959, Nation: GERMANY, Balance: 9032.150000
Supplier Key: 960, Name: Supplier#000000960, Nation: JAPAN, Balance: 1480.820000
Supplier Key: 961, Name: Supplier#000000961, Nation: MOROCCO, Balance: 4139.880000
Supplier Key: 962, Name: Supplier#000000962, Nation: CHINA, Balance: 1898.390000
Supplier Key: 963, Name: Supplier#000000963, Nation: IRAQ, Balance: 4152.040000
Supplier Key: 964, Name: Supplier#000000964, Nation: GERMANY, Balance: 8411.780000
Supplier Key: 965, Name: Supplier#000000965, Nation: GERMANY, Balance: 2843.800000
Supplier Key: 966, Name: Supplier#000000966, Nation: EGYPT, Balance: 9657.790000
Supplier Key: 967, Name: Supplier#000000967, Nation: EGYPT, Balance: 502.380000
Supplier Key: 968, Name: Supplier#000000968, Nation: EGYPT, Balance: 4487.960000
Supplier Key: 969, Name: Supplier#000000969, Nation: VIETNAM, Balance: 162.060000
Supplier Key: 970, Name: Supplier#000000970, Nation: BRAZIL, Balance: 4643.760000
Supplier Key: 971, Name: Supplier#000000971, Nation: CANADA, Balance: 709.580000
Supplier Key: 972, Name: Supplier#000000972, Nation: JAPAN, Balance: -203.990000
Supplier Key: 973, Name: Supplier#000000973, Nation: VIETNAM, Balance: 1548.600000
Supplier Key: 974, Name: Supplier#000000974, Nation: MOZAMBIQUE, Balance: -778.920000
Supplier Key: 975, Name: Supplier#000000975, Nation: CANADA, Balance: 7577.420000
Supplier Key: 976, Name: Supplier#000000976, Nation: UNITED STATES, Balance: 4744.070000
Supplier Key: 977, Name: Supplier#000000977, Nation: SAUDI ARABIA, Balance: 3633.550000
Supplier Key: 978, Name: Supplier#000000978, Nation: MOZAMBIQUE, Balance: 6104.450000
Supplier Key: 979, Name: Supplier#000000979, Nation: IRAN, Balance: 9538.150000
Supplier Key: 980, Name: Supplier#000000980, Nation: JORDAN, Balance: 2783.330000
Supplier Key: 981, Name: Supplier#000000981, Nation: ROMANIA, Balance: 5343.950000
Supplier Key: 982, Name: Supplier#000000982, Nation: IRAN, Balance: 9763.280000
Supplier Key: 983, Name: Supplier#000000983, Nation: ALGERIA, Balance: 2576.280000
Supplier Key: 984, Name: Supplier#000000984, Nation: VIETNAM, Balance: 1444.790000
Supplier Key: 985, Name: Supplier#000000985, Nation: ARGENTINA, Balance: 3524.100000
Supplier Key: 986, Name: Supplier#000000986, Nation: RUSSIA, Balance: 3516.690000
Supplier Key: 987, Name: Supplier#000000987, Nation: CHINA, Balance: -40.300000
Supplier Key: 988, Name: Supplier#000000988, Nation: ALGERIA, Balance: 2536.810000
Supplier Key: 989, Name: Supplier#000000989, Nation: ARGENTINA, Balance: 9098.640000
Supplier Key: 990, Name: Supplier#000000990, Nation: BRAZIL, Balance: 7985.780000
Supplier Key: 991, Name: Supplier#000000991, Nation: MOZAMBIQUE, Balance: 4026.140000
Supplier Key: 992, Name: Supplier#000000992, Nation: BRAZIL, Balance: 4379.450000
Supplier Key: 993, Name: Supplier#000000993, Nation: BRAZIL, Balance: 2336.520000
Supplier Key: 994, Name: Supplier#000000994, Nation: EGYPT, Balance: 8855.240000
Supplier Key: 995, Name: Supplier#000000995, Nation: CHINA, Balance: 9025.900000
Supplier Key: 996, Name: Supplier#000000996, Nation: GERMANY, Balance: 6329.900000
Supplier Key: 997, Name: Supplier#000000997, Nation: CANADA, Balance: 3659.560000
Supplier Key: 998, Name: Supplier#000000998, Nation: MOROCCO, Balance: 3282.620000
Supplier Key: 999, Name: Supplier#000000999, Nation: BRAZIL, Balance: 3898.690000
Supplier Key: 1000, Name: Supplier#000001000, Nation: PERU, Balance: 7307.620000
Supplier Key: 1001, Name: Supplier#000001001, Nation: INDONESIA, Balance: 2140.500000
Supplier Key: 1002, Name: Supplier#000001002, Nation: RUSSIA, Balance: 3316.160000
Supplier Key: 1003, Name: Supplier#000001003, Nation: IRAN, Balance: 6680.290000
Supplier Key: 1004, Name: Supplier#000001004, Nation: IRAN, Balance: 7723.420000
Supplier Key: 1005, Name: Supplier#000001005, Nation: ROMANIA, Balance: 5538.200000
Supplier Key: 1006, Name: Supplier#000001006, Nation: CHINA, Balance: 7520.710000
Supplier Key: 1007, Name: Supplier#000001007, Nation: SAUDI ARABIA, Balance: 8702.810000
Supplier Key: 1008, Name: Supplier#000001008, Nation: ROMANIA, Balance: -858.860000
Supplier Key: 1009, Name: Supplier#000001009, Nation: ALGERIA, Balance: 6133.050000
Supplier Key: 1010, Name: Supplier#000001010, Nation: RUSSIA, Balance: 6241.130000
Supplier Key: 1011, Name: Supplier#000001011, Nation: INDONESIA, Balance: 7639.670000
Supplier Key: 1012, Name: Supplier#000001012, Nation: BRAZIL, Balance: 6013.380000
Supplier Key: 1013, Name: Supplier#000001013, Nation: RUSSIA, Balance: 7914.450000
Supplier Key: 1014, Name: Supplier#000001014, Nation: BRAZIL, Balance: 4164.870000
Supplier Key: 1015, Name: Supplier#000001015, Nation: INDIA, Balance: 3928.610000
Supplier Key: 1016, Name: Supplier#000001016, Nation: VIETNAM, Balance: 4168.020000
Supplier Key: 1017, Name: Supplier#000001017, Nation: BRAZIL, Balance: 1917.300000
Supplier Key: 1018, Name: Supplier#000001018, Nation: MOZAMBIQUE, Balance: 3103.390000
Supplier Key: 1019, Name: Supplier#000001019, Nation: SAUDI ARABIA, Balance: 5686.200000
Supplier Key: 1020, Name: Supplier#000001020, Nation: ARGENTINA, Balance: 8957.030000
Supplier Key: 1021, Name: Supplier#000001021, Nation: BRAZIL, Balance: 3848.420000
Supplier Key: 1022, Name: Supplier#000001022, Nation: KENYA, Balance: 9353.720000
Supplier Key: 1023, Name: Supplier#000001023, Nation: PERU, Balance: 4974.970000
Supplier Key: 1024, Name: Supplier#000001024, Nation: IRAN, Balance: 1321.820000
Supplier Key: 1025, Name: Supplier#000001025, Nation: RUSSIA, Balance: 4707.470000
Supplier Key: 1026, Name: Supplier#000001026, Nation: ETHIOPIA, Balance: 4418.650000
Supplier Key: 1027, Name: Supplier#000001027, Nation: CHINA, Balance: 1178.680000
Supplier Key: 1028, Name: Supplier#000001028, Nation: IRAQ, Balance: 8106.470000
